Open,High,Low,Close,Adj Close,Volume
292.573364,294.924561,288.528534,289.265747,289.265747,5884976
289.863525,293.345459,288.672974,290.745209,290.745209,6783331
293.654297,295.268250,292.254547,294.142487,294.142487,6807421
292.264526,298.864777,292.154938,297.096405,297.096405,6879490
295.442596,296.389069,290.336761,290.491180,290.491180,5100045
293.674225,293.988068,285.360413,292.060272,292.060272,5767738
298.092682,300.224670,295.542236,298.217224,298.217224,7588939
296.149963,300.025421,296.015472,298.949463,298.949463,5034801
296.433899,298.725311,294.730286,295.213470,295.213470,5134775
288.966888,291.661774,287.298126,288.244598,288.244598,6273627
291.357910,292.882202,289.156158,291.318054,291.318054,4257699
292.403992,297.634399,290.770111,297.634399,297.634399,5359614
295.641876,298.750214,295.108856,296.956940,296.956940,5690851
295.552185,303.253326,295.009247,303.029175,303.029175,6739969
303.362915,306.037903,300.673004,305.026672,305.026672,6081510
301.001770,303.557190,298.212219,299.352966,299.352966,7449819
301.833649,301.843628,294.675476,296.428925,296.428925,5758303
299.527313,304.902161,298.182343,303.039124,303.039124,7983814
302.864777,307.885956,302.755188,305.355438,305.355438,6401304
305.255829,307.885956,304.110107,307.128815,307.128815,5372061
304.897156,307.995544,304.164917,304.593323,304.593323,5236555
303.885956,305.001770,297.275726,299.313110,299.313110,7012787
299.875977,301.121338,295.766388,296.329285,296.329285,6600046
292.782593,293.151184,284.976837,289.385315,289.385315,6025099
288.917053,291.392792,286.545959,288.917053,288.917053,4828631
286.600739,289.041595,283.990540,283.990540,283.990540,4669035
281.539734,286.062775,279.616913,280.448822,280.448822,3136513
288.603241,293.310608,287.173615,292.996765,292.996765,5679007
292.842346,294.077728,289.579590,290.376587,290.376587,3677332
297.858551,298.635651,294.939484,298.575867,298.575867,6819466
298.879730,306.849854,298.381592,305.739014,305.739014,7268342
307.372894,310.834900,306.979370,309.021698,309.021698,8202028
312.648132,314.770172,310.037903,311.656830,311.656830,6418970
310.331787,313.136292,308.961945,310.720337,310.720337,4670441
309.679260,311.661804,307.895935,310.531067,310.531067,4531522
309.360443,312.553467,306.501160,306.874756,306.874756,4844290
307.846130,313.390350,307.352966,312.538544,312.538544,5553137
309.778870,311.920837,308.986847,311.527313,311.527313,4384172
313.206024,317.091461,310.262054,311.646881,311.646881,8086597
309.763916,310.994324,305.101410,307.880981,307.880981,7836664
310.097687,310.834900,308.189819,308.613251,308.613251,4835256
310.994324,313.484985,309.574646,311.811249,311.811249,8952029
312.832428,313.076508,308.842377,309.753967,309.753967,4303069
312.827454,314.740265,312.822479,314.008026,314.008026,4794303
313.828705,314.730316,308.324310,311.741516,311.741516,5014525
312.802551,314.685486,312.334290,313.674286,313.674286,3658261
314.819977,316.154968,314.102661,315.387848,315.387848,2918298
314.844879,321.041656,314.819977,318.929565,318.929565,3224842
320.174896,321.295715,317.858582,318.655609,318.655609,4270347
319.547272,320.299438,316.414001,320.000549,320.000549,3162610
319.811279,322.172424,319.811279,321.744019,321.744019,3577961
325.250885,332.827484,324.966949,331.462585,331.462585,7380561
331.273315,333.873566,329.076538,332.892242,332.892242,5749470
329.828735,330.745270,326.889740,328.274536,328.274536,6590410
328.344299,328.767700,323.681763,323.796326,323.796326,5405987
322.042908,322.291962,309.455078,310.067780,310.067780,11688849
313.699188,315.716614,307.303162,310.406525,310.406525,8824152
310.585846,313.519836,309.400299,311.811249,311.811249,4817992
314.431427,315.263306,312.080261,313.644379,313.644379,3764457
311.960693,312.304413,309.370392,311.328064,311.328064,4631897
314.810028,314.810028,311.671783,313.116364,313.116364,3832913
312.144989,315.816254,309.898438,315.273285,315.273285,5544103
319.298187,319.298187,314.550995,318.590851,318.590851,12657868
294.162415,294.396515,289.763885,291.900879,291.900879,21231885
291.905853,293.230896,290.491180,291.666748,291.666748,6851385
292.065277,292.742737,287.920807,289.380341,289.380341,6134508
287.676727,288.274475,282.132507,283.681702,283.681702,10012790
284.922028,286.167389,281.220917,282.989288,282.989288,6476585
284.324280,289.076477,283.601990,288.907104,288.907104,7262119
287.945709,288.917053,285.629395,287.766388,287.766388,4678471
290.411469,290.909607,286.501129,288.971863,288.971863,4300860
291.377838,291.656799,288.488678,289.330505,289.330505,4658797
291.342987,292.110107,289.953186,291.462524,291.462524,4847502
294.227173,297.420197,292.927032,297.051575,297.051575,6360753
296.394043,304.274506,295.895905,303.407745,303.407745,7386784
302.441376,303.557190,300.752716,302.252075,302.252075,4199883
303.183594,304.533539,301.240875,303.786346,303.786346,3686567
304.867279,306.102661,303.362915,304.588318,304.588318,4546377
302.805023,302.929535,300.872253,301.823700,301.823700,4667831
304.110107,305.773895,303.871002,304.956940,304.956940,3646216
304.628174,304.857330,301.250824,303.741516,303.741516,3620921
305.320587,305.320587,300.154938,301.649353,301.649353,4869986
300.284454,303.268280,297.748962,302.127563,302.127563,5080773
301.355438,302.680481,300.075256,301.191071,301.191071,4916560
300.807495,307.786346,300.314362,305.853577,305.853577,4980197
304.837402,307.238403,302.222198,302.834900,302.834900,3948746
302.366669,302.834900,299.054077,301.923309,301.923309,4125405
302.541016,304.682983,301.624451,303.811249,303.811249,3885710
302.162415,305.036652,301.400269,303.517334,303.517334,3641398
303.861053,308.727814,302.705383,308.040375,308.040375,5716547
308.144989,311.631927,306.600800,307.970642,307.970642,6297316
309.968170,311.681732,307.920837,310.037903,310.037903,4492175
309.838654,310.834900,309.001770,309.465057,309.465057,3158394
309.056580,310.082733,304.548492,305.978119,305.978119,3198544
302.889709,303.268280,295.811218,301.350464,301.350464,6372597
303.387817,304.453827,301.798798,302.267029,302.267029,2538479
303.880981,304.608246,302.042877,302.436401,302.436401,2701087
302.839874,304.807495,298.879730,299.004272,299.004272,5361220
298.879730,302.366669,298.511108,301.445099,301.445099,3350512
303.238373,307.771393,301.644348,307.736542,307.736542,4508436
306.351715,310.227203,305.584595,306.844879,306.844879,5895816
307.148743,310.585846,306.267029,309.405273,309.405273,4888455
309.285736,311.786346,308.867279,311.352966,311.352966,6123868
310.396545,317.445129,309.460083,315.806274,315.806274,4361888
314.281982,316.842407,312.463806,315.562195,315.562195,3092548
316.120117,322.486237,315.074036,318.795074,318.795074,4957713
318.057831,323.188599,314.321838,321.818756,321.818756,4838468
322.092712,323.039185,319.253357,320.095215,320.095215,3894945
321.295715,323.532318,318.575897,323.452606,323.452606,3652038
322.306915,325.529846,321.196075,322.301941,322.301941,4029447
324.797577,328.065338,324.324341,326.655609,326.655609,5096833
325.499939,327.069061,320.947021,322.994324,322.994324,3863025
324.658112,325.524841,319.303162,319.422729,319.422729,4638722
319.188599,322.541046,316.234680,322.252106,322.252106,4585523
321.499939,322.765198,318.127594,320.110138,320.110138,4105130
318.032928,318.306915,314.371643,316.389099,316.389099,3267401
314.939514,317.026703,313.111389,314.979370,314.979370,4654782
313.066559,316.478760,311.477509,314.242157,314.242157,4381763
315.577148,316.065308,311.108887,312.259583,312.259583,4982606
315.801300,316.812500,314.471283,316.792572,316.792572,4414485
319.975647,325.350494,318.934540,324.289490,324.289490,11556354
322.565948,323.283264,310.605774,311.133789,311.133789,16379766
310.336792,310.740265,299.706635,301.903381,301.903381,11426871
303.143738,307.691681,302.371643,303.646851,303.646851,6070469
302.889709,305.255829,300.279480,302.590820,302.590820,5359012
301.714111,306.979370,298.381592,298.531036,298.531036,6613898
300.996796,303.288208,296.802521,296.917084,296.917084,6139727
295.342987,298.107605,293.998016,297.684204,297.684204,4412076
298.003021,302.182343,297.544739,299.512360,299.512360,3872661
300.872253,304.533539,300.314362,303.721588,303.721588,3655852
304.314362,307.846130,303.711609,306.585846,306.585846,4200686
306.361694,307.218475,304.159943,306.341766,306.341766,3285067
305.350464,306.889709,299.183594,301.295685,301.295685,4832646
300.767639,304.658081,298.974365,301.086456,301.086456,4019610
299.477478,302.919586,299.183594,302.496155,302.496155,3235081
303.671753,306.267029,303.338013,304.369141,304.369141,3750003
301.828674,302.809998,297.290680,297.370392,297.370392,4431348
296.389069,304.144989,296.389069,302.640625,302.640625,4003952
301.634399,307.298157,299.228424,305.250854,305.250854,5374670
302.276978,307.039154,299.781342,303.437653,303.437653,4675058
305.335541,306.944489,303.975616,305.684235,305.684235,3083314
304.035400,306.127563,301.255829,301.484955,301.484955,4214538
299.268280,303.113861,299.168640,300.872253,300.872253,3662477
301.544739,306.351715,300.747711,304.413971,304.413971,4219958
307.826202,313.873535,306.819977,313.290710,313.290710,9706446
315.731567,317.734070,309.455078,310.361694,310.361694,6732742
311.382874,315.029205,297.235901,299.078979,299.078979,11991780
299.133759,306.695435,298.879730,305.908386,305.908386,6173855
305.574646,305.758942,296.887207,299.278229,299.278229,6126679
299.701660,303.661804,297.445099,303.592072,303.592072,6380025
303.442627,304.817474,298.316833,300.702881,300.702881,3796778
299.377869,299.741486,293.041595,294.660553,294.660553,7190652
296.792542,298.446350,293.061523,296.060303,296.060303,5230934
292.981842,294.844849,290.675476,293.016693,293.016693,3827694
293.260773,293.898407,288.418945,289.345459,289.345459,5958852
284.827393,285.255798,283.113831,284.423920,284.423920,6138724
284.045319,289.161163,283.940735,288.214691,288.214691,4883637
286.650574,287.985565,282.177338,284.139984,284.139984,4697341
287.163635,289.898376,285.734009,289.200989,289.200989,4207311
292.702881,292.847351,287.547211,288.035370,288.035370,3530183
286.849823,289.415192,286.217194,289.141235,289.141235,2831373
291.014221,291.567139,282.286926,283.188538,283.188538,5342149
283.821167,284.085175,278.247070,281.494873,281.494873,6472570
279.811188,282.441345,278.296875,279.497375,279.497375,3923050
279.601990,281.479950,277.220917,278.481171,278.481171,4707379
279.123779,281.205963,277.504852,281.200989,281.200989,6024898
280.259521,286.032867,278.580811,284.359161,284.359161,5012518
285.724030,291.049072,285.489929,289.679199,289.679199,4167964
288.822418,288.917053,285.684174,287.676727,287.676727,4710992
288.837372,288.837372,280.812439,281.549683,281.549683,4037678
282.939484,284.672974,281.853546,284.672974,284.672974,4472501
282.605713,282.984314,277.634369,279.303101,279.303101,3175056
280.329254,282.242096,278.695374,281.285675,281.285675,2710522
282.790039,285.923279,281.953156,283.587036,283.587036,3397286
281.893402,282.057770,277.564606,281.101349,281.101349,3856200
286.406464,288.981812,285.031616,288.951935,288.951935,5057887
289.823669,290.411469,287.173615,289.151184,289.151184,3323410
288.922058,293.106354,287.920807,292.817444,292.817444,2387917
293.280701,298.909607,293.171112,296.847351,296.847351,4709386
295.118835,295.651825,290.321808,291.895905,291.895905,4339806
291.382813,293.201019,289.539734,291.910858,291.910858,3443057
293.993042,295.108856,288.289429,289.763885,289.763885,3860617
287.073975,287.846069,281.415192,284.528503,284.528503,7024832
282.501129,284.897125,279.995514,284.174835,284.174835,4636915
285.006714,288.493652,283.213440,287.183563,287.183563,3966813
287.108856,288.513580,284.822418,286.386566,286.386566,2936164
288.135010,289.250824,283.138733,287.288177,287.288177,3372795
287.412720,290.755188,286.989288,289.295654,289.295654,3108006
291.975616,298.122559,291.905853,295.422668,295.422668,9384444
303.243378,305.325562,297.973114,304.269531,304.269531,12975855
299.118835,308.020477,298.007996,306.605774,306.605774,7150100
306.351715,307.811249,301.041626,302.650604,302.650604,4033863
303.024200,305.544739,301.554688,302.859802,302.859802,3659666
306.351715,307.283234,303.876007,305.534790,305.534790,3383033
308.289459,316.314362,307.597046,316.294464,316.294464,7126010
316.837402,320.100189,313.574646,314.969421,314.969421,4389793
312.956970,317.061584,312.937042,315.303162,315.303162,3745185
317.460083,318.560944,314.511139,315.158722,315.158722,3703028
311.587097,317.823730,310.541016,313.201050,313.201050,3970226
318.805054,320.658081,316.882263,319.467560,319.467560,3808422
318.610779,323.477539,318.416504,320.209778,320.209778,3578162
319.696686,320.927094,317.046631,319.074036,319.074036,3978457
318.331818,321.729065,318.057831,319.915863,319.915863,2654312
321.051605,321.978149,319.562195,319.975647,319.975647,2148623
318.102661,319.920868,316.877258,319.801300,319.801300,2879954
322.501190,328.842407,322.132568,328.772675,328.772675,6560298
328.394104,335.168701,328.269562,333.081543,333.081543,7350850
333.888489,335.866089,330.810028,332.523621,332.523621,4839472
332.508667,336.060364,332.294464,335.178680,335.178680,3448277
335.801331,337.360504,334.595856,337.305695,337.305695,4371725
336.488770,338.167450,335.074066,336.508698,336.508698,3529380
335.298218,337.734100,329.848633,333.504944,333.504944,4461059
332.443909,339.029236,332.105194,337.325623,337.325623,3832712
335.876068,338.969452,334.247162,337.136322,337.136322,3581775
336.538574,338.954529,335.781403,338.047913,338.047913,2863894
330.257111,334.745300,328.389130,333.360474,333.360474,5246994
331.258362,337.544800,331.128845,337.360504,337.360504,4132632
337.420258,343.208557,336.812531,342.720398,342.720398,6003017
340.842438,342.411560,338.820007,339.567230,339.567230,3265996
340.722900,343.004333,338.750275,341.265839,341.265839,4270146
340.996857,341.221008,335.492493,339.248413,339.248413,3793365
338.730347,341.968231,338.301971,339.089020,339.089020,3429206
341.699219,348.638214,341.086517,348.394135,348.394135,6109816
348.693024,354.795135,347.532349,351.756531,351.756531,6490236
353.554779,355.074097,347.891022,349.076569,349.076569,5139191
347.676819,349.016785,344.209808,344.802582,344.802582,3761647
343.417786,346.157532,339.168701,344.150055,344.150055,5304408
345.250916,353.176208,343.980682,351.701721,351.701721,5337933
353.475098,355.168732,352.184937,353.514954,353.514954,5256630
352.732880,355.108978,351.183685,353.664368,353.664368,3027907
352.568481,357.988159,352.070343,357.798889,357.798889,4149094
357.410339,362.919678,356.867371,362.391663,362.391663,6219826
360.882324,364.324432,359.263397,362.700500,362.700500,5836595
364.737885,366.087799,363.696777,365.624542,365.624542,12765871
364.135132,373.619568,363.761536,373.290802,373.290802,7154316
375.118958,381.016846,372.434021,373.181213,373.181213,12162417
373.524933,379.198669,369.116455,375.323212,375.323212,11388327
378.556091,379.995697,374.421570,376.837524,376.837524,7891669
375.666901,378.232300,374.172516,375.841248,375.841248,5587866
378.107758,381.071655,376.693054,379.467651,379.467651,6359749
381.171265,381.564789,373.734161,377.081604,377.081604,5601317
376.448975,380.533661,374.695557,379.826324,379.826324,4433155
379.950836,383.507507,378.282104,382.590942,382.590942,4926798
383.915985,385.744141,381.076630,382.391693,382.391693,5492310
379.079132,380.364288,375.666901,377.505005,377.505005,3931883
378.416595,379.238525,369.878601,370.655701,370.655701,6028913
369.544861,372.369263,367.766510,370.889801,370.889801,4095092
375.044250,377.833771,373.744110,374.336884,374.336884,4785671
374.521210,376.025574,370.660675,370.984467,370.984467,4826423
369.584717,370.526184,363.985687,369.106506,369.106506,6060833
368.683075,372.100281,366.854950,370.959564,370.959564,4131829
370.585968,376.757813,368.747833,376.334412,376.334412,4602989
376.359314,378.292053,336.737823,346.202362,346.202362,24978074
351.472595,352.030518,334.745300,339.622009,339.622009,23050476
339.233459,341.036713,333.599579,338.067841,338.067841,8141603
334.750275,342.381683,334.745300,338.904694,338.904694,5855064
342.117645,342.217285,336.374176,337.385406,337.385406,5011715
338.730347,339.726624,335.497467,337.614532,337.614532,4820200
336.986877,340.239685,334.346771,336.314423,336.314423,3916224
338.660614,339.228485,336.239685,338.879791,338.879791,3085522
338.481293,344.160004,338.092743,342.511169,342.511169,4115569
346.097748,346.476318,342.401581,342.675568,342.675568,4666225
340.971954,342.147552,336.518646,340.204834,340.204834,3284064
341.460114,341.968231,337.509918,339.587158,339.587158,3177465
336.239685,337.848663,332.000580,332.314392,332.314392,4481334
333.848663,334.491241,324.399078,324.927094,324.927094,5213468
326.102692,332.922119,323.935822,330.277039,330.277039,6251545
330.635681,333.649414,329.201080,331.706696,331.706696,2822339
330.262085,332.553497,327.886017,328.294464,328.294464,3200351
329.096466,329.853638,324.035431,325.056610,325.056610,3349307
323.786377,328.767700,320.747772,322.421478,322.421478,3711660
321.788849,325.290741,316.812500,322.381622,322.381622,6902174
326.625732,333.211029,326.541046,332.857361,332.857361,4754153
333.504944,337.734100,331.044159,333.734070,333.734070,4193058
333.245911,333.649414,328.966949,331.691742,331.691742,4240234
333.734070,333.749023,331.806305,332.737823,332.737823,1851916
331.975677,332.254639,328.279541,329.340546,329.340546,4425727
328.852386,336.239685,327.771423,334.102692,334.102692,5036206
332.757751,341.176178,330.705444,340.558502,340.558502,6106804
342.605835,345.654388,339.726624,344.653168,344.653168,5573814
344.364227,348.304474,341.564728,347.881042,347.881042,6350916
349.808838,351.627014,345.759003,346.326874,346.326874,4401436
346.202362,346.456390,341.569702,344.224762,344.224762,3998331
344.782684,345.953278,339.890991,342.625763,342.625763,3738761
342.511169,346.506195,340.976929,344.274567,344.274567,2935562
346.202362,347.138824,339.935852,340.827484,340.827484,3852988
341.415283,344.533600,340.618286,341.430237,341.430237,2743645
343.711670,349.649414,342.575928,347.138824,347.138824,5395348
348.309448,350.441467,345.445190,347.477570,347.477570,4870186
356.623291,356.897247,348.468842,350.037964,350.037964,6915625
348.279572,352.588409,347.910950,349.669342,349.669342,4276168
351.432739,359.612091,350.695496,359.044220,359.044220,6093555
356.962006,363.188690,356.189911,359.188660,359.188660,6032326
359.009338,360.150055,357.001862,358.710480,358.710480,3851583
360.279572,360.971985,357.146332,359.831268,359.831268,3326422
355.651917,358.067871,353.933380,356.478821,356.478821,7078433
355.920929,356.254669,352.414063,353.425262,353.425262,1688104
352.712952,355.108978,349.893524,353.111450,353.111450,2373664
352.249695,353.096497,348.000610,351.826263,351.826263,3307150
349.534851,352.135101,348.697998,348.697998,348.697998,2814510
348.693024,353.958282,346.700470,352.369232,352.369232,4009773
358.366760,362.142609,356.937103,360.274597,360.274597,5101651
361.111481,364.598389,359.014313,360.483826,360.483826,4653778
363.308228,369.350586,362.481323,367.607117,367.607117,5547717
366.351837,368.309479,363.925903,366.003143,366.003143,3323812
366.396667,366.775238,360.862396,365.280823,365.280823,3364765
364.767761,367.796417,362.939606,367.681824,367.681824,4064578
370.028046,371.108978,365.380463,369.355560,369.355560,3685161
369.614594,369.828796,366.775238,368.613342,368.613342,2580034
367.123932,369.714233,359.826294,360.274597,360.274597,5749269
358.321930,366.127655,354.720428,361.111481,361.111481,7884844
359.851196,360.817566,355.502502,356.259644,356.259644,4061968
357.514954,358.476349,354.182434,354.331879,354.331879,4439578
353.853668,355.054169,349.355530,350.939606,350.939606,6477790
351.014313,351.353058,346.461365,350.122650,350.122650,7613230
366.620819,373.101532,366.521179,369.365540,369.365540,11862498
369.236023,377.001892,368.872375,375.696808,375.696808,6790758
373.983215,377.823822,373.724182,375.427795,375.427795,4468486
374.476379,376.389191,372.548584,373.963287,373.963287,3266398
371.980713,377.061676,371.876129,375.432800,375.432800,3507297
375.462677,379.054199,375.049225,375.507507,375.507507,3478991
373.853699,377.395416,373.724182,376.434021,376.434021,3280651
377.684357,386.850006,377.634521,386.351868,386.351868,7520283
382.411621,383.796448,377.719208,378.092804,378.092804,6103793
379.143890,384.115234,378.316986,381.440277,381.440277,3755424
378.117737,385.036774,377.833771,383.647003,383.647003,4171778
383.412872,387.950867,381.320709,385.529938,385.529938,5701692
388.608398,391.866180,388.324463,391.218628,391.218628,6062840
387.746643,390.038055,385.430298,389.749115,389.749115,4351851
389.415375,392.478882,388.229828,388.892334,388.892334,3731936
388.608398,391.208649,388.528687,389.968292,389.968292,2405382
388.409149,392.897339,387.432800,392.439056,392.439056,3483609
392.229828,395.148895,392.065430,394.964569,394.964569,5480064
396.508789,401.993225,396.155121,401.918518,401.918518,5885578
401.146393,402.974548,394.416626,394.750366,394.750366,5549122
397.510040,401.221130,394.132690,396.279633,396.279633,7039086
398.137695,399.128967,395.417877,398.361847,398.361847,4123197
399.652008,402.695587,393.769043,393.908539,393.908539,4625071
396.015625,396.488861,390.735443,393.589722,393.589722,4421511
395.916016,400.872437,394.077911,398.396698,398.396698,4067389
399.054260,401.988251,399.019379,399.104065,399.104065,4548586
397.410400,402.062958,396.588501,401.589752,401.589752,4367108
401.146393,409.883667,400.996979,409.216156,409.216156,5572007
412.917297,418.506348,412.902344,417.734222,417.734222,8118517
418.944702,420.424133,412.857513,414.137695,414.137695,5767537
415.472717,416.747925,413.241058,414.745422,414.745422,4120788
415.691895,415.901093,410.984528,414.207458,414.207458,5845629
414.292145,418.282166,414.197479,415.851288,415.851288,3201355
413.803955,414.391754,410.297119,412.259735,412.259735,4031655
412.404205,413.794006,409.619659,411.114044,411.114044,3294904
411.950897,411.950897,407.168823,409.236084,409.236084,3314778
407.721771,408.618408,405.151398,405.629608,405.629608,6222637
400.996979,404.862488,399.238556,402.386749,402.386749,3690381
404.105316,408.095367,401.719269,404.145172,404.145172,4212129
406.889862,407.228607,404.204956,405.833832,405.833832,2938573
404.130219,406.934723,403.412903,404.115265,404.115265,2966277
405.848785,406.097839,403.308289,403.642059,403.642059,2987556
404.688141,408.085388,401.903564,403.308289,403.308289,3436834
405.231079,405.480164,402.386749,404.693115,404.693115,2392735
401.833832,401.993225,399.168823,399.831329,399.831329,4342616
400.493866,401.181274,395.168823,395.612152,395.612152,4592750
396.020630,399.627106,395.143890,399.099091,399.099091,3628148
400.767822,405.893616,400.498840,405.001953,405.001953,4098304
405.211182,405.579773,398.840057,401.594727,401.594727,3490033
400.623352,401.370575,394.172546,396.050507,396.050507,4913548
391.562317,392.025604,386.750366,390.062958,390.062958,6893542
387.920990,388.319489,382.765289,385.978271,385.978271,5685431
386.302032,390.411652,385.111511,387.373016,387.373016,4330772
389.998199,394.695587,386.551117,393.614624,393.614624,3972033
394.959595,395.069183,390.566071,393.719238,393.719238,4072608
394.516266,394.571045,390.003174,393.549866,393.549866,3285670
391.507538,397.011902,387.059204,389.505035,389.505035,4924590
391.826324,396.513763,390.496338,395.203674,395.203674,3497059
391.906036,393.943390,387.597198,389.818878,389.818878,4089270
391.208649,391.432800,379.208618,381.524963,381.524963,6669907
383.143890,400.219879,381.699310,398.441528,398.441528,11649904
398.805176,400.478912,386.052979,398.561096,398.561096,5788415
399.004425,406.227356,398.685638,402.441559,402.441559,4601784
402.546173,407.472687,402.491364,405.206177,405.206177,3671912
406.600952,406.710541,402.307068,403.039307,403.039307,3999335
402.292114,402.361847,396.802673,399.213654,399.213654,4994049
400.125244,409.813904,400.000702,408.000702,408.000702,4618848
407.970825,412.274689,407.313293,410.745422,410.745422,4630692
410.092865,410.820160,406.655762,408.683167,408.683167,2920907
408.518768,415.716797,407.995728,413.256012,413.256012,4051730
416.917297,421.818909,416.439087,421.280945,421.280945,5044036
422.546204,429.315826,422.546204,429.166382,429.166382,4298652
429.893646,430.322052,423.746704,427.014435,427.014435,3932686
426.899872,435.308350,424.862518,435.183838,435.183838,4955104
433.794037,438.187561,432.493896,434.112854,434.112854,4417697
436.020691,438.625916,434.451569,438.471497,438.471497,3809626
437.804016,439.587311,435.059296,437.126556,437.126556,2907859
437.111603,442.685699,436.932281,441.893677,441.893677,3170439
446.078003,456.479004,445.340759,456.234924,456.234924,8001680
457.784119,458.272278,449.320831,450.247375,450.247375,6443261
453.310883,455.039398,448.578613,452.892456,452.892456,5604930
450.810242,458.581116,450.810242,452.568665,452.568665,4562437
452.314606,454.127808,447.129059,451.791565,451.791565,3980866
449.594818,452.957214,441.784088,443.049347,443.049347,5140396
436.862518,443.318329,435.368134,439.746735,439.746735,4567255
435.995789,437.769135,433.878723,435.029388,435.029388,4610818
440.100403,444.404266,438.556183,438.989563,438.989563,4531923
436.219940,437.355682,430.531250,432.533752,432.533752,4041893
433.335754,437.808990,431.587311,433.754181,433.754181,4257298
432.439117,436.862518,432.140228,433.983337,433.983337,3953564
434.869995,435.353180,425.913574,432.195038,432.195038,4969959
432.304626,433.669495,425.440338,427.945953,427.945953,3751208
429.644592,433.101624,426.964630,428.244843,428.244843,4229394
430.536255,431.547455,422.028137,430.705597,430.705597,5177534
433.584808,438.356934,431.044342,438.222443,438.222443,5369250
439.403015,443.836395,438.401764,443.447845,443.447845,4693125
440.334503,441.843872,438.117828,438.262299,438.262299,3528376
441.076721,441.345734,433.201263,434.361908,434.361908,4426128
432.867493,438.187561,431.134003,436.862518,436.862518,4155317
438.406738,440.698151,435.432892,435.886200,435.886200,4506830
437.973358,443.054321,437.500153,441.470276,441.470276,4308690
442.665771,448.817719,442.516327,448.628418,448.628418,4350044
449.002045,453.719360,447.074249,448.658325,448.658325,5853659
445.325806,448.817719,440.005737,440.718079,440.718079,6769278
442.511353,443.278473,434.904877,438.820190,438.820190,7994453
434.312103,436.523804,430.013214,433.270996,433.270996,6056416
436.992035,438.197540,430.640839,431.482697,431.482697,5125540
435.243591,437.360657,433.659546,435.193787,435.193787,3676529
437.759186,440.693176,436.688171,436.897400,436.897400,3867442
435.816467,439.273499,435.462769,438.541229,438.541229,4716212
441.569885,444.374390,440.847595,442.282227,442.282227,3462530
443.437897,443.836395,436.997040,439.507629,439.507629,3797180
438.307129,442.924805,437.609741,441.559937,441.559937,2101849
443.343231,446.033173,442.013214,445.076752,445.076752,3416558
447.926056,451.442871,446.865051,450.855072,450.855072,3953764
453.799042,454.770416,447.313354,450.929810,450.929810,3973639
450.038147,453.868774,448.508881,451.303406,451.303406,3429607
454.795319,458.685730,452.563690,458.401794,458.401794,5187772
458.282257,459.776642,455.911133,459.776642,459.776642,5155652
460.424225,462.267303,456.469055,460.618500,460.618500,3935697
461.833923,462.252350,455.243622,458.087982,458.087982,3980866
458.780365,461.699432,456.439148,457.559967,457.559967,3023490
